the_geom,male_65_69,the_geom_webmercator,shared_puma,future_fp_mhhi,current_fp_mhhi,cd_tot_resunits,future_fp_resunits,future_fp_bldg,current_fp_resunits,cd_tot_bldgs,current_fp_bldg,moe_under18_rate_nyc,moe_under18_rate_boro,total_lot_area,lot_area_other_no_data,lot_area_parking,lot_area_open_space,lot_area_public_facility_institution,lot_area_transportation_utility,lot_area_industrial_manufacturing,lot_area_commercial_office,lot_area_mixed_use,lot_area_res_multifamily_elevator,lot_area_res_multifamily_walkup,lot_area_res_1_2_family_bldg,lots_total,lots_other_no_data,lots_vacant,lots_parking,lots_open_space,lots_public_facility_institution,lots_transportation_utility,lots_industrial_manufacturing,lots_commercial_office,lots_mixed_use,lots_res_multifamily_elevator,lots_res_multifamily_walkup,lots_res_1_2_family_bldg,pct_served_parks,count_public_schools,count_libraries,count_hosp_clinic,count_parks,crime_count_nyc,crime_count_boro,crime_count,pct_clean_strts_nyc,pop_11_15_acs,pop_2010,pop_2000,puma,borocd,future_fp_pop,current_fp_pop,lot_area_vacant,cb_email,cb_website,acs_tooltip,neighborhoods,son_issue_3,son_issue_2,son_issue_1,cd_son_fy2018,shared_puma_cd,cd_short_title,cd_full_title,future_fp_cost_burden,current_fp_cost_burden,future_fp_rent_burden,current_fp_rent_burden,future_fp_permortg,current_fp_permortg,future_fp_ownerocc,current_fp_ownerocc,future_fp_openspace,current_fp_openspace,future_fp_area,current_fp_area,pct_hispanic,pct_other_nh,pct_asian_nh,pct_black_nh,pct_white_nh,female_85_over,male_85_over,female_80_84,male_80_84,female_75_79,male_75_79,female_70_74,male_70_74,female_65_69,cartodb_id,female_60_64,male_60_64,female_55_59,male_55_59,female_50_54,male_50_54,female_45_49,male_45_49,female_40_44,male_40_44,female_35_39,male_35_39,female_30_34,male_30_34,female_25_29,male_25_29,female_20_24,male_20_24,female_15_19,male_15_19,female_10_14,male_10_14,female_5_9,male_5_9,female_under_5,male_under_5,moe_over65_rate_nyc,over65_rate_nyc,moe_over65_rate_boro,over65_rate_boro,moe_over65_rate,over65_rate,under18_rate_nyc,under18_rate_boro,moe_under18_rate,under18_rate,moe_lep_rate_nyc,lep_rate_nyc,moe_lep_rate_boro,lep_rate_boro,moe_lep_rate,lep_rate,moe_foreign_born,pct_foreign_born,pct_lot_area_other_no_data,pct_lot_area_vacant,pct_lot_area_parking,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_transportation_utility,pct_lot_area_industrial_manufacturing,pct_lot_area_commercial_office,pct_lot_area_mixed_use,pct_lot_area_res_multifamily_elevator,pct_lot_area_res_multifamily_walkup,pct_lot_area_res_1_2_family_bldg,crime_per_1000_nyc,crime_per_1000_boro,crime_per_1000,pct_clean_strts_boro,pct_clean_strts,moe_hh_rent_burd_nyc,pct_hh_rent_burd_nyc,moe_hh_rent_burd_boro,pct_hh_rent_burd_boro,moe_hh_rent_burd,pct_hh_rent_burd,moe_mean_commute_nyc,mean_commute_nyc,moe_mean_commute_boro,mean_commute_boro,moe_mean_commute,mean_commute,moe_unemnployment,unemployment_nyc,moe_unemployment_boro,unemployment_boro,moe_unemployment_cd,unemployment_cd,moe_bach_deg_nyc,pct_bach_deg_nyc,moe_bach_deg_boro,pct_bach_deg_boro,moe_bach_deg,pct_bach_deg,poverty_rate_nyc,poverty_rate_boro,moe_poverty_rate,poverty_rate,pop_change_00_10,area_sqmi,acres
,2.1351832,,false,63398,88917,50041,2932,2366,1351,20199,1062,0,0,141512155,1466163,2521816,19196315,17625981,509074,2351899,10190253,2357110,10087275,8278184,42378192,15236,52,756,250,82,138,30,100,391,367,54,1860,11156,51,42,5,13,11,99843,20421,1102,95,124045,120392,115948,3703,210,17750,10107,24549893,bx10@cb.nyc.gov,www.nyc.gov/html/bxcb10/,"American Community Survey 2011-2015 5-Year Estimates for PUMA 3703, which is an approximation of Bronx CD 10","City Island, Co-op City, Country Club, Edgewater Park, Pelham Bay, Schuylerville, Throgs Neck, Westchester Square",Traffic,Resiliency,"Quality of life issues (noise, graffiti, petty crime, etc.)",http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx10_statement_2018.pdf,,Bronx CD 10,Bronx Community District 10,0.2316,0.3031,0.425,0.4318,0.769,0.769,0.5764,0.6285,0.536,0.514,2.806680038,2.194083462,36.2,2.1,3,27.2,31.5,2.036153009,0.742672417,1.928987061,0.881923496,2.089735983,1.578178887,2.250484905,1.763846991,2.893480592,22,3.482893305,2.877855617,3.697225201,3.063523721,4.286637914,3.202774799,3.911557096,3.481276956,3.107812487,3.342025878,3.161395461,2.924272643,3.054229513,2.785021565,3.161395461,2.59935346,3.804391148,4.131115321,3.00064654,2.738604539,2.679148696,2.738604539,2.625565722,2.785021565,2.4648168,2.645770487,0.1,12.7,0.1,11.1,0.9,18.3,21.3,25.7,1.1,19.1,0.1,23.1,0.3,25.8,1,11.9,1.6,20.3,0.010360686,0.173482575,0.01782049,0.135651351,0.124554537,0.003597387,0.016619767,0.072009737,0.01665659,0.071282039,0.058498042,0.299466798,11.8,14.3,8.883873,93.8,97.6,0.2,44.8,0.5,50.8,3,40,0.1,39.9,0.3,43,1.3,44.1,0.1,9.5,0.4,14,1.3,10.1,0.2,35.7,0.3,18.9,1.6,25.3,20.5,27.5,2.3,13.5,0.04,6.4,4124.8
,1.63313614,,false,77082,,68264,208,197,0,15237,7,0,0,62056220,322059,1356132,463907,11070247,1056646,1364786,4856692,2702745,5480361,5751298,26339612,12712,20,382,227,15,136,77,68,338,383,159,1692,9215,86,47,3,34,6,99843,20421,1227,95,130836,113232,110706,3704,211,2071,296,1291735,bx11@cb.nyc.gov,www.nyc.gov/bxcb11,"American Community Survey 2011-2015 5-Year Estimates for PUMA 3704, which is an approximation of Bronx CD 11","Allerton, Bronxdale, Indian Village, Morris Park, Pelham Gardens, Pelham Parkway, Van Nest",Traffic,Neighborhood preservation (development trends),Crime,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx11_statement_2018.pdf,,Bronx CD 11,Bronx Community District 11,0.4004,,0.6571,,,,0.8454,,0.004,0,0.322820602,0.223115597,44.9,2,8.1,22.2,22.8,1.714897276,0.576400991,1.299164603,0.768534654,1.351131187,0.960668318,1.610964108,1.296902229,2.026696781,23,2.598329206,2.257570546,3.221928215,2.833971537,3.429794552,3.218238864,3.689627473,3.170205448,3.481761136,3.506439359,3.169961631,3.650539607,4.261259898,3.650539607,4.001426977,4.130873766,4.001426977,3.410372527,2.754228958,3.26627228,3.014061879,3.650539607,3.2738948,3.170205448,3.117995047,2.882004953,0.1,12.7,0.1,11.1,0.5,13.2,21.3,25.7,0.7,23,0.1,23.1,0.3,25.8,1,22.7,1.3,34.2,0.005189794,0.02081556,0.021853281,0.007475592,0.178390611,0.017027238,0.021992735,0.078262775,0.043553168,0.08831284,0.092678832,0.424447574,11.8,14.3,9.378153,93.8,96.4,0.2,44.8,0.5,50.8,2.1,47.2,0.1,39.9,0.3,43,0.9,42,0.1,9.5,0.4,14,1.1,13.2,0.2,35.7,0.3,18.9,1,23.6,20.5,27.5,2.1,21.6,0.02,3.6,2302.6
,1.339318299,,false,76244,54165,82471,11109,2350,371,16906,237,0,0,95214818,3318532,3376477,4833056,4944547,8596686,23667337,3924879,9797667,6914415,16598721,5043400,15051,286,401,494,79,347,105,1325,458,2667,431,5852,2606,96,49,4,19,28,99843,29170,2479,95,153557,173083,160338,4001,301,24208,598,4199101,bk01@cb.nyc.gov,www.nyc.gov/html/bkncb1,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4001, which is an approximation of Brooklyn CD 1","East Williamsburg, Greenpoint, Northside, Southside, Williamsburg",Senior services,Emergency response,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk01_statement_2018.pdf,,Brooklyn CD 1,Brooklyn Community District 1,0.3911,,0.3789,0.4164,0.702,1,0.2044,0.0308,0.118,0.041,1.497672398,0.854500485,23.2,2.2,6.6,4.1,63.9,0.957516753,0.446439433,0.755934278,0.396835051,0.856725516,0.545648196,0.957516753,0.69446134,1.612659794,25,2.217407217,1.73615335,2.519780928,2.08338402,2.267802835,2.480219072,2.267802835,2.529823453,2.771759021,3.174680412,4.132440722,4.613207473,6.400243558,6.845404638,8.012903352,6.944613401,3.930858248,3.422702319,1.965429124,2.480219072,2.267802835,2.529823453,2.570176547,2.827449742,3.930858248,4.464394329,0.1,12.7,0.1,11.9,0.5,8.6,21.3,23.4,0.8,21.4,0.1,23.1,0.2,23.6,0.9,22.5,1,23.9,0.034853104,0.044101339,0.035461676,0.050759494,0.051930436,0.09028727,0.248567791,0.041221304,0.102900654,0.072619106,0.174329178,0.052968646,11.8,11.2,16.143842,92.1,90.2,0.2,44.8,0.4,46.1,1.4,39.8,0.1,39.9,0.2,41.7,0.5,33.4,0.1,9.5,0.2,10,0.6,6.6,0.2,35.7,0.2,32.8,1.1,45.5,20.5,21.2,1.7,17.7,0.08,4.7,3025.3
,1.660024718,,false,135043,200000,64080,1443,66,4,8677,6,0,0,55305805,161759,1282606,4969700,8360209,9491264,1948501,3912154,5862147,5800651,7138916,4678941,8231,29,242,208,113,261,60,185,319,1189,245,2964,2416,99,61,4,27,28,99843,29170,1923,95,131889,99617,98620,4004,302,1272,790,1698957,cb2k@nyc.rr.com,www.nyc.gov/html/bkncb2,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4004, which is an approximation of Brooklyn CD 2","Boerum Hill, Brooklyn Heights, Clinton Hill, Downtown Brooklyn, DUMBO, Fort Greene, Fulton Ferry, Navy Yard, Vinegar Hill",Street conditions (roadway maintenance),Schools,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk02_statement_2018.pdf,,Brooklyn CD 2,Brooklyn Community District 2,0.2489,0.228,0.3168,0.1538,0.868,0.88,0.5778,0.7957,0.048,0.042,0.524436725,0.488532936,16.6,3.9,8.8,26.1,44.6,0.998843725,0.426863499,0.998843725,0.426863499,0.946273002,0.616580609,1.471980226,1.280590497,1.945116727,26,2.575965395,1.897171106,2.628536117,2.134317494,2.523394673,2.324034605,3.049101896,3.272620158,3.785092009,3.699483657,4.889077179,4.885215598,7.044476795,6.023518262,6.150774515,4.980074153,3.995374899,3.984059323,2.418253228,1.944600384,1.734833838,2.086888217,2.102828894,2.371463883,3.311955508,3.462337268,0.1,12.7,0.1,11.9,0.5,10.8,21.3,23.4,0.7,17,0.1,23.1,0.2,23.6,0.8,9.5,1,19.7,0.002924811,0.030719325,0.023191164,0.08985856,0.151163318,0.171614246,0.035231401,0.07073677,0.105995148,0.104883222,0.129080772,0.084601264,11.8,11.2,14.580443,92.1,94.3,0.2,44.8,0.4,46.1,1.4,33.7,0.1,39.9,0.2,41.7,0.6,35.2,0.1,9.5,0.2,10,0.8,9,0.2,35.7,0.2,32.8,1.1,59.4,20.5,21.2,1.5,12.4,0.01,2.8,1821
,1.146215169,,false,,,39984,0,0,0,11575,0,0,0,40143265,234552,1049915,6340103,3479417,573372,2017123,1452607,2990564,1194444,11533860,8345748,11245,76,275,296,102,191,33,192,212,1123,68,4516,4161,88,51,2,14,14,99843,29170,1625,95,136730,112634,104358,4002,304,0,0,931560,BK04@CB.NYC.GOV,www.nyc.gov/brooklyncb4,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4002, which is an approximation of Brooklyn CD 4",Bushwick,Youth and children’s services,Health care services,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk04_statement_2018.pdf,,Brooklyn CD 4,Brooklyn Community District 4,,,,,,,,,0,0,0,0,62.8,1.5,4.7,17.5,13.4,0.451481021,0.299012653,0.601974695,0.348848095,0.852797484,0.598025305,1.203949389,0.797367074,1.705594968,28,2.157075989,1.345556937,2.307569663,2.242594895,2.658721568,2.491772106,3.210531705,2.8406202,2.959708915,3.388810064,3.762341842,3.936999927,4.865962115,5.133050538,5.869253273,6.777620127,5.367607694,5.43206319,3.009873473,3.239303737,2.759050684,3.239303737,3.009873473,3.139632853,3.411189936,3.488480948,0.1,12.7,0.1,11.9,0.5,8,21.3,23.4,0.8,22.8,0.1,23.1,0.2,23.6,1.2,30.1,1.1,35.5,0.005842873,0.023205885,0.0261542,0.157936904,0.086674988,0.014283143,0.050248105,0.036185572,0.074497279,0.02975453,0.287317437,0.207899083,11.8,11.2,11.884736,92.1,89.1,0.2,44.8,0.4,46.1,1.7,49,0.1,39.9,0.2,41.7,0.7,40.2,0.1,9.5,0.2,10,1.1,14.2,0.2,35.7,0.2,32.8,1.3,21.3,20.5,21.2,1.7,25.2,0.08,2,1300.9
,1.318048391,,false,34925,,63596,581,354,0,23281,0,0,0,109315813,781543,6080784,14483727,8336168,4125771,7507387,4057559,3702476,10885089,11749016,29161080,20995,212,1030,585,98,343,152,395,299,1170,50,4119,12542,84,106,4,23,38,99843,29170,3222,95,154119,182896,173198,4008,305,6996,0,8445213,bk05@cb.nyc.gov,www.brooklyncb5.org,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4008, which is an approximation of Brooklyn CD 5","Broadway Junction, City Line, Cypress Hills, East New York, Highland Park, New Lots, Spring Creek, Starrett City",Unemployment,Cultural facilities & programs,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk05_statement_2018.pdf,,Brooklyn CD 5,Brooklyn Community District 5,0.6237,,0.4709,,0.873,,0.1605,,0.156,0.144,0.590704793,0.201063044,37.1,2.3,4,52.5,4.2,0.872800888,0.363599556,0.818250832,0.590849279,0.981900999,0.590849279,1.800151831,0.863548946,1.963801997,29,2.727502774,2.181597337,3.000253051,2.454297004,3.98215405,2.908796449,3.818503883,2.590646838,3.545753606,2.863346505,3.600303661,2.999696339,3.818503883,2.908796449,4.145804216,3.499645728,4.909504993,3.954145174,3.873053939,3.908695229,3.327553384,3.499645728,3.600303661,3.635995562,3.763953828,4.272294785,0.1,12.7,0.1,11.9,0.5,10.1,21.3,23.4,0.7,26.9,0.1,23.1,0.2,23.6,0.8,15.7,1.1,36,0.007149405,0.077255182,0.055625841,0.132494345,0.076257659,0.037741758,0.06867613,0.037117768,0.033869537,0.099574697,0.107477735,0.266759943,11.8,11.2,20.905923,92.1,94.1,0.2,44.8,0.4,46.1,1.7,48,0.1,39.9,0.2,41.7,0.9,44.8,0.1,9.5,0.2,10,0.9,11.2,0.2,35.7,0.2,32.8,0.9,14.5,20.5,21.2,2,32.1,0.06,5.6,3569.3
,1.174776558,,false,,,40951,44,113,0,14587,15,0,0,78729669,339848,1030807,22229800,2935732,12563372,10177885,2087812,3450542,1100425,8878770,12748334,13372,36,218,213,36,169,94,646,241,1461,75,3683,6500,87,42,2,21,16,99843,29170,1129,95,152612,126230,120063,4012,307,2172,67,1186342,bk07@cb.nyc.gov,www.nyc.gov/bk07,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4012, which is an approximation of Brooklyn CD 7","Sunset Park, Windsor Terrace",Traffic,Schools,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk07_statement_2018.pdf,,Brooklyn CD 7,Brooklyn Community District 7,,,,,,,,,0.004,0,0.677972162,0.638036011,42,1.8,31.6,2.6,22,0.684918617,0.30646345,0.733841376,0.561849658,0.978455167,0.6129269,1.076300684,0.817235866,1.418759993,31,2.152601368,2.043089665,2.495060677,2.451707598,3.033211019,3.064634498,3.277824811,3.371097948,3.522438602,3.626484156,4.354125495,4.596951747,3.864897911,5.056646922,4.990121353,5.61849658,3.718129636,3.881870364,2.739674469,2.553862082,2.641828952,3.166788981,3.326747569,3.984024847,3.864897911,4.086179331,0.1,12.7,0.1,11.9,0.4,8.5,21.3,23.4,0.8,24.2,0.1,23.1,0.2,23.6,1.2,48.2,1,47.5,0.004316645,0.015068551,0.013092993,0.282356071,0.037288763,0.159576081,0.12927636,0.026518745,0.043827721,0.013977259,0.112775401,0.161925411,11.8,11.2,7.397846,92.1,91.8,0.2,44.8,0.4,46.1,1.6,51.6,0.1,39.9,0.2,41.7,0.7,42.5,0.1,9.5,0.2,10,0.7,8.4,0.2,35.7,0.2,32.8,1,25.3,20.5,21.2,2,28.4,0.05,3.7,2390.6
,1.55406108,,false,,,46868,0,0,0,8336,0,0,0,30820746,93543,795253,1666999,3066682,466629,948806,794467,2753179,3795258,9794783,5941690,8071,56,278,169,19,211,48,116,117,1038,170,3116,2733,92,42,1,12,8,99843,29170,1363,95,125410,96317,96076,4006,308,0,0,703457,brooklyncb8@gmail.com,www.brooklyncb8.org,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4006, which is an approximation of Brooklyn CD 8","Crown Heights, Prospect Heights, Weeksville",Other (see Statement of Community District Needs),Neighborhood preservation (development trends),Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk08_statement_2018.pdf,,Brooklyn CD 8,Brooklyn Community District 8,,,,,,,,,0,0,0,0,12.6,3.1,3.6,61.3,19.4,1.085846424,0.365661431,0.868677139,0.365661431,1.140138745,0.731322861,1.520184993,0.914153576,2.063108205,32,2.714616059,2.102553225,3.20324695,2.559630014,3.854754804,2.376799298,2.986077665,2.925291444,3.746170162,3.382368232,4.343385695,3.47378359,5.700693725,4.753598597,5.917863009,5.210675385,4.017631768,3.47378359,2.714616059,2.970999123,2.714616059,2.148260904,2.660323738,2.513922335,2.986077665,3.885152699,0.1,12.7,0.1,11.9,0.5,10.6,21.3,23.4,0.7,20.4,0.1,23.1,0.2,23.6,0.7,8.7,1.2,31.1,0.003035066,0.022824139,0.025802523,0.054086913,0.099500577,0.015140094,0.030784654,0.02577702,0.089328759,0.123139719,0.317798375,0.19278216,11.8,11.2,10.868352,92.1,90.3,0.2,44.8,0.4,46.1,1.5,44.4,0.1,39.9,0.2,41.7,0.8,41.4,0.1,9.5,0.2,10,1,10.5,0.2,35.7,0.2,32.8,1,35.5,20.5,21.2,1.9,22.7,0,1.6,1047
,1.556740205,,false,,,38953,0,0,0,8764,0,0,0,30881252,17982,628090,525724,6286191,219587,369676,1069195,2834447,3514337,4764517,10320423,6954,20,115,67,7,165,19,24,116,763,188,1227,4243,91,44,3,16,4,99843,29170,1345,95,111688,98429,104014,4011,309,0,0,331083,bk09@cb.nyc.gov,www.communitybrd9bklyn.org,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4011, which is an approximation of Brooklyn CD 9","Crown Heights South, Prospect Lefferts Gardens, Wingate",Social services (including services for the homeless),Schools,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk09_statement_2018.pdf,,Brooklyn CD 9,Brooklyn Community District 9,,,,,,,,,0,0,0,0,9.7,2.5,1.9,67.6,18.4,1.246911038,0.457864766,1.084270468,0.686797149,1.301124561,0.824156579,1.734832748,1.053088962,2.764889693,33,3.03595731,2.106177924,3.469665497,2.609829167,3.68651959,2.792975073,3.19859788,2.289323831,3.03595731,2.655615644,3.415451973,3.021907456,4.716576535,3.846064036,4.825003581,4.853366521,4.066014254,4.349715278,2.710676169,2.83876155,3.252811403,2.97612098,2.981743786,3.159266886,3.632306067,3.800277559,0.1,12.7,0.1,11.9,0.6,12.6,21.3,23.4,1.1,23.3,0.1,23.1,0.2,23.6,1.1,11.6,1.4,41.8,0.000582295,0.010721165,0.020338877,0.017024051,0.203560108,0.00711069,0.011970888,0.034622787,0.091785365,0.113801636,0.154285098,0.33419704,11.8,11.2,12.042475,92.1,90,0.2,44.8,0.4,46.1,2,50.3,0.1,39.9,0.2,41.7,0.8,42.2,0.1,9.5,0.2,10,1.3,13.4,0.2,35.7,0.2,32.8,1.4,26.7,20.5,21.2,2.4,23.1,-0.05,1.6,1040.6
,2.010610021,,false,49013,41986,66202,5080,2155,1257,29551,635,0,0,69545813,90215,948047,2033971,2844364,1671925,1856772,4207375,4294759,2337233,18494728,30025374,21829,20,139,134,16,138,63,130,472,1736,136,6011,12834,67,33,2,10,5,99843,29170,1119,95,189387,181981,172129,4017,311,17940,5068,741050,info@brooklyncb11.org,www.brooklyncb11.org,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4017, which is an approximation of Brooklyn CD 11","Bath Beach, Bensonhurst, Gravesend, Mapleton",Trash removal & cleanliness,Street conditions (roadway maintenance),"Quality of life issues (noise, graffiti, petty crime, etc.)",http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk11_statement_2018.pdf,,Brooklyn CD 11,Brooklyn Community District 11,0.4438,0.4254,0.4477,0.5549,0.457,0.485,0.3313,0.5817,0.059,0.054,0.462743518,0.324974596,14,1.2,38.7,1,45.1,1.579782667,0.882706838,1.375939742,0.83366757,1.324979011,1.22598172,1.732664861,1.520217333,2.242272173,35,3.108604603,2.84427759,3.516290453,3.187552472,3.669172646,3.530827354,3.516290453,3.138513203,3.465329722,3.432748816,3.41436899,3.236591741,3.974937034,4.168337848,4.22974069,4.266416385,3.210526066,3.236591741,2.598997291,2.697159784,2.242272173,2.795238322,2.54803656,3.040434666,3.261486797,2.942356128,0.1,12.7,0.1,11.9,0.5,14.7,21.3,23.4,0.6,20.4,0.1,23.1,0.2,23.6,1,47.3,0.9,55.4,0.001297202,0.010655566,0.013631978,0.029246491,0.040899141,0.024040628,0.026698545,0.060497891,0.061754386,0.033607099,0.265935895,0.431735179,11.8,11.2,5.908536,92.1,94,0.2,44.8,0.4,46.1,1.7,46.3,0.1,39.9,0.2,41.7,0.6,46.2,0.1,9.5,0.2,10,0.6,9.4,0.2,35.7,0.2,32.8,0.9,27.6,20.5,21.2,1.6,23.2,0.06,3.7,2368.6
,1.823580534,,false,,,60505,0,0,0,17015,0,0,0,55690934,41348,578559,2054014,4795334,1365827,196543,2506743,3232831,8237365,5531663,26763972,11756,13,127,81,11,240,71,18,385,1167,523,1242,7878,59,35,5,18,2,99843,29170,1424,95,161205,160664,168806,4015,314,0,0,386735,info@cb14brooklyn.com,www.cb14brooklyn.com,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4015, which is an approximation of Brooklyn CD 14","Ditmas Park, Flatbush, Manhattan Terrace, Midwood, Ocean Parkway, Prospect Park South",Other (see Statement of Community District Needs),Traffic,Parks,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk14_statement_2018.pdf,,Brooklyn CD 14,Brooklyn Community District 14,,,,,,,,,0,0,0,0,14.5,2.4,10.5,32.5,40.2,1.171313545,0.561101703,1.011588971,0.561101703,1.171313545,0.841652554,1.490762693,1.122203406,2.23614404,38,3.034766912,2.571716138,3.247733011,2.478199187,3.407457585,2.992542415,3.088008436,2.94578394,3.726906734,2.852266989,3.567182159,3.553644118,4.152838932,3.319851742,4.312563506,3.92771192,4.152838932,3.553644118,3.034766912,3.03930089,3.46069911,2.992542415,3.46069911,3.506885643,3.567182159,4.067987345,0.1,12.7,0.1,11.9,0.4,12.1,21.3,23.4,0.7,25,0.1,23.1,0.2,23.6,1.2,27.7,1,43.2,0.000742455,0.006944308,0.010388747,0.036882377,0.086106187,0.024525123,0.003529174,0.045011689,0.058049502,0.147912136,0.099327891,0.480580412,11.8,11.2,8.833473,92.1,90.1,0.2,44.8,0.4,46.1,1.5,50.4,0.1,39.9,0.2,41.7,0.7,41.1,0.1,9.5,0.2,10,0.8,9.5,0.2,35.7,0.2,32.8,1.1,36.1,20.5,21.2,1.6,23.3,-0.05,2.9,1886.6
,2.399494379,,false,52784,59019,64260,28795,12704,12903,30643,6436,0,0,90264881,457788,833780,2357621,7377233,2212030,345617,5166114,3613901,8965102,7282992,45640426,23406,87,677,194,54,245,53,35,712,1150,285,2161,17753,75,36,6,18,9,99843,29170,1182,95,149519,159650,160319,4016,315,78708,36291,6012277,bklcb15@verizon.net,www.nyc.gov/html/bkncb15,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4016, which is an approximation of Brooklyn CD 15","Gerritsen Beach, Gravesend, Homecrest, Kings Highway, Manhattan Beach, Plumb Beach, Sheepshead Bay",Trash removal & cleanliness,Transit (buses & subways),Traffic,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk15_statement_2018.pdf,,Brooklyn CD 15,Brooklyn Community District 15,0.3138,0.3374,0.4522,0.5202,0.492,0.541,0.5101,0.5307,0.063,0.058,2.01907757,1.326456602,8.4,1.4,16.5,3.6,70.1,1.92437416,1.055777527,1.300252811,0.911807864,1.560303373,1.247737077,1.92437416,1.679646065,2.808546071,39,3.276637083,3.023362917,3.796738207,3.35929213,3.744728095,3.263312355,3.43266742,3.407282018,3.172616858,2.927383142,3.276637083,3.119342692,3.380657308,3.407282018,3.536687645,3.215322467,2.964576408,3.215322467,2.600505621,2.783413479,2.912566296,2.831403367,3.068596633,2.783413479,3.380657308,3.311302243,0.1,12.7,0.1,11.9,0.5,16.8,21.3,23.4,0.7,21.8,0.1,23.1,0.2,23.6,0.9,32.7,1,47.4,0.005071607,0.066607045,0.009237036,0.026118918,0.081728718,0.024505987,0.00382892,0.057232823,0.040036623,0.099319934,0.080684668,0.50562772,11.8,11.2,7.90535,92.1,94.9,0.2,44.8,0.4,46.1,2,48.2,0.1,39.9,0.2,41.7,0.7,43.5,0.1,9.5,0.2,10,0.7,8.5,0.2,35.7,0.2,32.8,1,38.3,20.5,21.2,1.6,19.8,0,4.7,3022.2
,1.42156632,,false,,,35342,0,0,0,8567,0,0,0,34863641,295474,995652,1874502,3262477,1353471,1664480,1241248,2016044,5732468,7061253,7790338,8206,67,455,189,62,211,77,146,224,606,64,2356,3749,99,55,3,7,23,99843,29170,1583,95,125747,86468,85343,4007,316,0,0,1576234,bk16@cb.nyc.gov,www.nyc.gov/brooklyncb16,"American Community Survey 2011-2015 5-Year Estimates for PUMA 4007, which is an approximation of Brooklyn CD 16","Broadway Junction, Brownsville, Ocean Hill",Health care services,"Commercial development (retail mix, small business and MBWE support, etc.)",Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk16_statement_2018.pdf,,Brooklyn CD 16,Brooklyn Community District 16,,,,,,,,,0,0,0,0,21.1,1.2,1.3,74.5,1.9,0.512300095,0.258466604,0.967677957,0.172311069,1.024600189,0.603088742,1.309211353,1.076944182,2.219967077,40,2.447656008,1.507721854,3.187645033,2.153888363,3.870711826,2.627743803,4.041478524,2.498510501,3.927634059,2.498510501,4.212245223,2.369277199,3.870711826,2.541588269,5.009156481,3.446221381,4.041478524,4.178543424,4.041478524,3.575454683,4.15532299,4.135465657,3.699945128,3.747765752,4.326089688,4.350854494,0.1,12.7,0.1,11.9,0.6,9.6,21.3,23.4,1.2,29.1,0.1,23.1,0.2,23.6,0.8,9.6,1.3,29.9,0.008475133,0.045211399,0.028558463,0.053766673,0.093578207,0.038821849,0.047742575,0.035602937,0.057826548,0.164425397,0.202539173,0.223451647,11.8,11.2,12.58877,92.1,89,0.2,44.8,0.4,46.1,1.6,50.6,0.1,39.9,0.2,41.7,1.1,47.1,0.1,9.5,0.2,10,1.4,14.8,0.2,35.7,0.2,32.8,0.8,12.1,20.5,21.2,2.1,28.6,0.01,1.9,1188.4
