,type,id,lat,lon,tags_addr:city,tags_amenity,tags_name,geometry,index_right,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN
110,node,5857694063,40.7968229,-73.9698465,,clinic,Northwell Health-GoHealth Urgent Care,POINT (-73.9698465 40.7968229),51,10025,0,New York,96054.0,19631043.8225259,NY,New York,36,061,http://www.usps.com/,0.0,0.0
18,node,2052328171,40.7766342,-73.9824614,,clinic,CityMD Urgent Care,POINT (-73.98246140000001 40.7766342),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
111,node,5857723285,40.7764585,-73.9829223,,clinic,Northwell Health-GoHealth Urgent Care,POINT (-73.9829223 40.7764585),60,10023,0,New York,62800.0,15212712.6781593,NY,New York,36,061,http://www.usps.com/,0.0,0.0
19,node,2562375433,40.7348335,-73.9897815,,clinic,Mount Sinai Union Square,POINT (-73.98978150000001 40.7348335),90,10003,0,New York,55878.0,15538376.2696663,NY,New York,36,061,http://www.usps.com/,0.0,0.0
25,node,3676757691,40.7328324,-73.9865698,New York,clinic,CityMD Urgent Care,POINT (-73.9865698 40.7328324),90,10003,0,New York,55878.0,15538376.2696663,NY,New York,36,061,http://www.usps.com/,0.0,0.0
112,node,5857793790,40.7313955,-73.9940595,,clinic,Northwell Health-GoHealth Urgent Care,POINT (-73.99405950000001 40.7313955),90,10003,0,New York,55878.0,15538376.2696663,NY,New York,36,061,http://www.usps.com/,0.0,0.0
116,node,5858332004,40.734864,-73.9897882,,clinic,Mount Sinai Urgent Care Center,POINT (-73.98978820000001 40.734864),90,10003,0,New York,55878.0,15538376.2696663,NY,New York,36,061,http://www.usps.com/,0.0,0.0
20,node,2710091457,40.7636248,-73.9711972,New York,clinic,Radiance Aesthetics and Wellness,POINT (-73.97119720000001 40.7636248),193,10022,0,New York,33135.0,12728335.6230472,NY,New York,36,061,http://www.usps.com/,0.0,0.0
23,node,3517606878,40.7642521,-73.9713106,New York,clinic,Memorial Sloan Kettering 60th Street Outpatient Center,POINT (-73.9713106 40.7642521),193,10022,0,New York,33135.0,12728335.6230472,NY,New York,36,061,http://www.usps.com/,0.0,0.0
96,node,5855926508,40.7550272,-73.9681765,,clinic,CityMD Urgent Care,POINT (-73.9681765 40.7550272),193,10022,0,New York,33135.0,12728335.6230472,NY,New York,36,061,http://www.usps.com/,0.0,0.0
21,node,2724212878,40.7782925,-73.9582717,New York,clinic,Manhattan Gastroenterology,POINT (-73.9582717 40.7782925),62,10028,0,New York,47530.0,9842046.4797,NY,New York,36,061,http://www.usps.com/,0.0,0.0
91,node,5855840300,40.7771463,-73.9504874,,clinic,CityMD Urgent Care,POINT (-73.9504874 40.7771463),62,10028,0,New York,47530.0,9842046.4797,NY,New York,36,061,http://www.usps.com/,0.0,0.0
22,node,2807605838,40.8606324,-73.8977191,Bronx,clinic,BronxCare Medical and Dental at Poe,POINT (-73.8977191 40.8606324),20,10458,0,Bronx,79362.0,35968812.9033631,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
60,node,5423338350,40.8606848,-73.8959688,Bronx,clinic,Union Community Health Center,POINT (-73.89596880000001 40.8606848),20,10458,0,Bronx,79362.0,35968812.9033631,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
27,node,3847048441,40.7451494,-73.9804205,,clinic,New York Doctors Urgent Care,POINT (-73.98042049999999 40.7451494),84,10016,0,New York,54606.0,15042403.0377915,NY,New York,36,061,http://www.usps.com/,0.0,0.0
37,node,4703808296,40.7446649,-73.9800511,,clinic,NYU Fink Children's Ambulatory Care Center,POINT (-73.9800511 40.7446649),84,10016,0,New York,54606.0,15042403.0377915,NY,New York,36,061,http://www.usps.com/,0.0,0.0
39,node,4759945018,40.7472861,-73.9749042,,clinic,NYU Langone Ambulatory Care Center,POINT (-73.9749042 40.7472861),84,10016,0,New York,54606.0,15042403.0377915,NY,New York,36,061,http://www.usps.com/,0.0,0.0
51,node,5190682721,40.7478651,-73.9844554,New York,clinic,Medical Ear Piercing Clinics,POINT (-73.9844554 40.7478651),84,10016,0,New York,54606.0,15042403.0377915,NY,New York,36,061,http://www.usps.com/,0.0,0.0
98,node,5855999891,40.7476989,-73.9764133,,clinic,CityMD Urgent Care,POINT (-73.9764133 40.7476989),84,10016,0,New York,54606.0,15042403.0377915,NY,New York,36,061,http://www.usps.com/,0.0,0.0
133,way,278328269,40.7459572,-73.9714663,,clinic,New York University Medical Center,POINT (-73.9714663 40.7459572),84,10016,0,New York,54606.0,15042403.0377915,NY,New York,36,061,http://www.usps.com/,0.0,0.0
28,node,3886032772,40.740627,-73.922244,,clinic,Sunnyside Pediatrics,POINT (-73.92224400000001 40.740627),74,11377,0,Woodside,90852.0,71832387.4944802,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
42,node,4927687327,40.7466364,-73.8919801,,clinic,CityMD,POINT (-73.8919801 40.7466364),74,11377,0,Woodside,90852.0,71832387.4944802,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
123,node,5972467790,40.7437935,-73.9150448,,clinic,"The Psychological & Stress Management, P.C.",POINT (-73.9150448 40.7437935),74,11377,0,Woodside,90852.0,71832387.4944802,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
29,node,3972451775,40.7155941,-73.9980907,New York,clinic,Bayard Street Obstetrics and Gynecology,POINT (-73.99809070000001 40.7155941),96,10013,0,New York,27985.0,15580578.8335804,NY,New York,36,061,http://www.usps.com/,0.0,0.0
30,node,4194008549,40.6828721,-73.9958502,,clinic,Pro Health Urgent Care,POINT (-73.99585020000001 40.6828721),118,11231,0,Brooklyn,33144.0,39379691.7940637,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
89,node,5844928991,40.6780453,-73.9901054,,clinic,FDNY EMS Station 32,POINT (-73.9901054 40.6780453),118,11231,0,Brooklyn,33144.0,39379691.7940637,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
31,node,4237963091,40.7116801,-73.7871657,Jamaica,clinic,,POINT (-73.7871657 40.7116801),171,11432,0,Jamaica,62075.0,60177575.6380646,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
32,node,4573394345,40.6898076,-73.9823405,Brooklyn,clinic,Brooklyn Abortion Clinic,POINT (-73.98234050000001 40.6898076),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
45,node,4961221923,40.6927316,-73.9935774,Brooklyn,clinic,Brooklyn GYN Place,POINT (-73.99357740000001 40.6927316),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
46,node,4961427921,40.6924274,-73.985974,Brooklyn,clinic,Downtown Medical Services,POINT (-73.985974 40.6924274),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
47,node,4961920525,40.689859,-73.9823571,Brooklyn,clinic,Professional Gynecological Services,POINT (-73.9823571 40.689859),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
33,node,4574659098,40.6014408,-73.9610757,Brooklyn,clinic,Pain Physicians NY,POINT (-73.96107569999999 40.6014408),145,11223,0,Brooklyn,79864.0,58702923.4662996,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
53,node,5320174822,40.6014484,-73.961138,Brooklyn,clinic,Stem Cell Therapy,POINT (-73.96113800000001 40.6014484),145,11223,0,Brooklyn,79864.0,58702923.4662996,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
78,node,5844928887,40.6078111,-73.9724776,,clinic,South Nephro McDonald Renal Center,POINT (-73.9724776 40.6078111),145,11223,0,Brooklyn,79864.0,58702923.4662996,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
79,node,5844928888,40.5846055,-73.9812774,,clinic,Midwood Ambulance Base,POINT (-73.9812774 40.5846055),145,11223,0,Brooklyn,79864.0,58702923.4662996,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
34,node,4574842788,40.7419327,-73.9861037,New York,clinic,Manhattan Women's Health & Wellness,POINT (-73.9861037 40.7419327),87,10010,0,New York,29881.0,9768395.56994528,NY,New York,36,061,http://www.usps.com/,0.0,0.0
48,node,4963204122,40.7419322,-73.9860595,New York,clinic,Manhattan Eye Specialists,POINT (-73.9860595 40.7419322),87,10010,0,New York,29881.0,9768395.56994528,NY,New York,36,061,http://www.usps.com/,0.0,0.0
100,node,5856191434,40.7422994,-73.9909359,,clinic,CityMD Urgent Care,POINT (-73.9909359 40.7422994),87,10010,0,New York,29881.0,9768395.56994528,NY,New York,36,061,http://www.usps.com/,0.0,0.0
101,node,5856194643,40.7383463,-73.9824559,,clinic,CityMD Urgent Care,POINT (-73.98245590000001 40.7383463),87,10010,0,New York,29881.0,9768395.56994528,NY,New York,36,061,http://www.usps.com/,0.0,0.0
103,node,5856260967,40.7368952,-73.9790601,,clinic,ProHEALTH Urgent Care,POINT (-73.9790601 40.7368952),87,10010,0,New York,29881.0,9768395.56994528,NY,New York,36,061,http://www.usps.com/,0.0,0.0
119,node,5858725543,40.7370404,-73.9812759,,clinic,MedRite Urgent Care,POINT (-73.9812759 40.7370404),87,10010,0,New York,29881.0,9768395.56994528,NY,New York,36,061,http://www.usps.com/,0.0,0.0
35,node,4635916748,40.7024335,-73.8909146,,clinic,,POINT (-73.8909146 40.7024335),99,11385,0,Ridgewood,98436.0,124786310.907857,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
54,node,5378336824,40.7070847,-73.9143906,Ridgewood,clinic,Ridgewood Dialysis Center,POINT (-73.9143906 40.7070847),99,11385,0,Ridgewood,98436.0,124786310.907857,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
36,node,4660168289,40.6066315,-73.98919,,clinic,,POINT (-73.98918999999999 40.6066315),142,11214,0,Brooklyn,89061.0,61096539.3891465,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
38,node,4739077221,40.5923358,-74.0684178,,clinic,,POINT (-74.06841780000001 40.5923358),140,10305,0,Staten Island,41746.0,111441829.317708,NY,Richmond,36,085,http://www.usps.com/,0.0,0.0
40,node,4776941242,40.6451576,-74.0092387,Brooklyn,clinic,Lutheran Family Health Centers Sunset Terrace,POINT (-74.0092387 40.6451576),129,11220,0,Brooklyn,97257.0,47453785.7906374,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
80,node,5844928889,40.6420394,-74.0059378,,clinic,FDNY EMS Station 41,POINT (-74.0059378 40.6420394),129,11220,0,Brooklyn,97257.0,47453785.7906374,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
41,node,4798951427,40.8116962,-73.9252799,,clinic,DDI,POINT (-73.92527990000001 40.8116962),47,10454,0,Bronx,37466.0,31063613.325308,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
131,way,275282031,40.8101372,-73.9157881,Bronx,clinic,"NYC Health + Hospitals/Gotham Health, Belvis",POINT (-73.9157881 40.8101372),47,10454,0,Bronx,37466.0,31063613.325308,NY,Bronx,36,005,http://www.usps.com/,0.0,0.0
43,node,4928962212,40.8268934,-73.9497877,New York,clinic,CityMD Urgent Care,POINT (-73.9497877 40.8268934),36,10031,0,New York,57010.0,16902152.3659099,NY,New York,36,061,http://www.usps.com/,0.0,0.0
44,node,4931621740,40.7667231,-73.9128808,Astoria,clinic,Fatima medical,POINT (-73.9128808 40.7667231),71,11103,0,Astoria,38234.0,20222394.6255259,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
135,way,280576867,40.7600933,-73.9166442,,clinic,Mackool Eye Institute and Laser Center,POINT (-73.91664419999999 40.7600933),71,11103,0,Astoria,38234.0,20222394.6255259,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
49,node,4971119418,40.7974623,-73.937656,New York,clinic,Iris House,POINT (-73.937656 40.7974623),49,10035,0,New York,34884.0,15445657.3340813,NY,New York,36,061,http://www.usps.com/,0.0,0.0
50,node,5131434722,40.6099172,-73.9605724,Brooklyn,clinic,NYU Langone Levit Medical,POINT (-73.9605724 40.6099172),141,11229,0,Brooklyn,79608.0,60119326.1442695,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
126,way,249725103,40.6038419,-73.9560882,Brooklyn,clinic,NYC Health + Hospitals/Gotham Health Homecrest,POINT (-73.9560882 40.6038419),141,11229,0,Brooklyn,79608.0,60119326.1442695,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
52,node,5319961623,40.7343093,-73.8495565,Forest Hills,clinic,Forest Hills Medical Services,POINT (-73.84955650000001 40.7343093),165,11375,0,Forest Hills,68555.0,55587771.8344865,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
121,node,5867647585,40.7343423,-73.8494859,,clinic,VIVA EVE,POINT (-73.8494859 40.7343423),165,11375,0,Forest Hills,68555.0,55587771.8344865,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
55,node,5414667928,40.6155304,-74.02284,BrookLyn,clinic,SUNY Downstate at Bay Ridge,POINT (-74.02284 40.6155304),138,11228,0,Brooklyn,43080.0,43893024.7317224,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
86,node,5844928988,40.6123319,-74.0104848,,clinic,Dyker Dialysis Center,POINT (-74.0104848 40.6123319),138,11228,0,Brooklyn,43080.0,43893024.7317224,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
56,node,5415281841,40.6390874,-73.9485642,Brooklyn,clinic,NewYork-Presbyterian Brooklyn Methodist Hospital,POINT (-73.94856420000001 40.6390874),5,11226,0,Brooklyn,106132.0,39408598.2790117,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
57,node,5415311085,40.6251562,-73.9913844,Brooklyn,clinic,NewYork-Presbyterian Brooklyn Methodist Hospital,POINT (-73.9913844 40.6251562),9,11204,0,Brooklyn,77354.0,43555184.613285,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
74,node,5656966136,40.6167047,-73.9928412,,clinic,Immediate Care Medical Walk-In of Benssonhurst,POINT (-73.9928412 40.6167047),9,11204,0,Brooklyn,77354.0,43555184.613285,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
125,way,248925916,40.6139838,-73.9958099,Brooklyn,clinic,Millenium Medical Services,POINT (-73.9958099 40.6139838),9,11204,0,Brooklyn,77354.0,43555184.613285,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
58,node,5417034443,40.6717772,-73.8953137,Brooklyn,clinic,"Gotham Health, East New York",POINT (-73.8953137 40.6717772),112,11207,0,Brooklyn,93556.0,73966260.541061,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
59,node,5418730211,40.7320821,-73.9543806,Brooklyn,clinic,Manhattan Avenue Health Center,POINT (-73.95438059999999 40.7320821),91,11222,0,Brooklyn,36315.0,42825293.236702,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
134,way,280115434,40.7244291,-73.9493431,Brooklyn,clinic,"""Medyk"" Nassau Medical Center",POINT (-73.94934309999999 40.7244291),91,11222,0,Brooklyn,36315.0,42825293.236702,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
145,relation,4610877,40.7233684,-73.9513855,Brooklyn,clinic,Northside Medical Care,POINT (-73.9513855 40.7233684),91,11222,0,Brooklyn,36315.0,42825293.236702,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
62,node,5465481696,40.704625,-73.916359,,clinic,Urgent Care for Kids,POINT (-73.916359 40.704625),98,11237,0,Brooklyn,49335.0,27425868.1713133,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
63,node,5496789551,40.7137464,-73.9013587,,clinic,Centers Urgent Care,POINT (-73.9013587 40.7137464),93,11378,0,Maspeth,35473.0,66260538.7433529,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
64,node,5502595383,40.6973153,-73.9355743,,clinic,After Hours Project,POINT (-73.9355743 40.6973153),101,11206,0,Brooklyn,83575.0,40700720.9727291,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
65,node,5502598623,40.6920815,-73.9269282,,clinic,After Hours Project,POINT (-73.92692820000001 40.6920815),179,11221,0,Brooklyn,80232.0,38580480.4343075,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
127,way,250317544,40.6922666,-73.9417967,,clinic,,POINT (-73.9417967 40.6922666),179,11221,0,Brooklyn,80232.0,38580480.4343075,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
128,way,250317588,40.6922766,-73.9417102,,clinic,,POINT (-73.9417102 40.6922766),179,11221,0,Brooklyn,80232.0,38580480.4343075,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
70,node,5587194045,40.7863317,-73.9507869,,clinic,CityMD Urgent Care,POINT (-73.9507869 40.7863317),53,10029,0,New York,77503.0,22963435.6769661,NY,New York,36,061,http://www.usps.com/,0.0,0.0
72,node,5640626677,40.785535,-73.9495663,,clinic,Cure Urgent Care,POINT (-73.9495663 40.785535),53,10029,0,New York,77503.0,22963435.6769661,NY,New York,36,061,http://www.usps.com/,0.0,0.0
76,node,5840576563,40.6235987,-74.0324402,,clinic,Ophthalmology & Cornea of Brooklyn,POINT (-74.0324402 40.6235987),135,11209,0,Brooklyn,69255.0,57842313.9612272,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
77,node,5844928885,40.5819453,-73.9566505,,clinic,Sheepshead Bay Dialysis Center,POINT (-73.95665049999999 40.5819453),148,11235,0,Brooklyn,76130.0,69053803.0317134,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
85,node,5844928987,40.5865352,-73.9546839,,clinic,New York Artificial Kidney Center,POINT (-73.95468390000001 40.5865352),148,11235,0,Brooklyn,76130.0,69053803.0317134,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
87,node,5844928989,40.5859014,-73.964383,,clinic,FDNY EMS Station 43,POINT (-73.964383 40.5859014),148,11235,0,Brooklyn,76130.0,69053803.0317134,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
81,node,5844928890,40.6676127,-73.9787278,,clinic,Rogison Dialysis Center,POINT (-73.9787278 40.6676127),122,11215,0,Brooklyn,63272.0,61922821.7461638,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
82,node,5844928892,40.5537528,-74.2131442,,clinic,FDNY EMS Station 23,POINT (-74.2131442 40.5537528),156,10309,0,Staten Island,33114.0,215835793.517094,NY,Richmond,36,085,http://www.usps.com/,0.0,0.0
83,node,5844928893,40.5912931,-74.1322955,,clinic,FDNY EMS Battalion 5,POINT (-74.1322955 40.5912931),137,10314,0,Staten Island,85430.0,473985727.130054,NY,Richmond,36,085,http://www.usps.com/,0.0,0.0
84,node,5844928894,40.5925446,-74.1313824,,clinic,Volunteer Heart Ambulance Service,POINT (-74.13138240000001 40.5925446),137,10314,0,Staten Island,85430.0,473985727.130054,NY,Richmond,36,085,http://www.usps.com/,0.0,0.0
90,node,5844928992,40.5921287,-74.1342373,,clinic,FDNY EMS Station 21,POINT (-74.1342373 40.5921287),137,10314,0,Staten Island,85430.0,473985727.130054,NY,Richmond,36,085,http://www.usps.com/,0.0,0.0
124,node,6039126075,40.6135922,-74.1585774,,clinic,Allure Plastic Surgery,POINT (-74.1585774 40.6135922),137,10314,0,Staten Island,85430.0,473985727.130054,NY,Richmond,36,085,http://www.usps.com/,0.0,0.0
88,node,5844928990,40.6573839,-73.9418597,,clinic,FDNY EMS Station 38,POINT (-73.94185969999999 40.6573839),126,11203,0,Brooklyn,78060.0,60644835.4561565,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
92,node,5855850397,40.8074566,-73.9452125,,clinic,CityMD Urgent Care,POINT (-73.9452125 40.8074566),42,10027,0,New York,58639.0,24695278.5042902,NY,New York,36,061,http://www.usps.com/,0.0,0.0
93,node,5855863541,40.7668051,-73.9630029,,clinic,CityMD Urgent Care,POINT (-73.96300290000001 40.7668051),195,10065,0,New York,33459.0,11442579.5473714,NY,New York,36,061,http://www.usps.com/,0.0,0.0
94,node,5855867929,40.78936,-73.9752933,,clinic,CityMD Urgent Care,POINT (-73.9752933 40.78936),46,10024,0,New York,58521.0,22877335.4639181,NY,New York,36,061,http://www.usps.com/,0.0,0.0
115,node,5858290562,40.7896138,-73.9701765,,clinic,Mount Sinai Urgent Care,POINT (-73.97017649999999 40.7896138),46,10024,0,New York,58521.0,22877335.4639181,NY,New York,36,061,http://www.usps.com/,0.0,0.0
95,node,5855898079,40.7673053,-73.9837866,,clinic,CityMD Urgent Care,POINT (-73.9837866 40.7673053),187,10019,0,New York,41966.0,18828383.1167983,NY,New York,36,061,http://www.usps.com/,0.0,0.0
97,node,5855965350,40.7581939,-73.9916705,,clinic,CityMD Urgent Care,POINT (-73.9916705 40.7581939),256,10036,0,New York,23543.0,11395110.509595,NY,New York,36,061,http://www.usps.com/,0.0,0.0
118,node,5858687241,40.7577573,-73.9915279,,clinic,MedRite Urgent Care,POINT (-73.99152789999999 40.7577573),256,10036,0,New York,23543.0,11395110.509595,NY,New York,36,061,http://www.usps.com/,0.0,0.0
99,node,5856132054,40.751841,-73.9939691,,clinic,CityMD Urgent Care,POINT (-73.9939691 40.751841),82,10001,0,New York,22413.0,17794940.7727089,NY,New York,36,061,http://www.usps.com/,0.0,0.0
102,node,5856247825,40.7815029,-73.9517221,,clinic,ProHEALTH Urgent Care,POINT (-73.9517221 40.7815029),59,10128,0,New York,55748.0,11011681.5568226,NY,New York,36,061,http://www.usps.com/,0.0,0.0
114,node,5858223884,40.7842132,-73.9486996,,clinic,AdvantageCare Physicians Medical Office,POINT (-73.9486996 40.7842132),59,10128,0,New York,55748.0,11011681.5568226,NY,New York,36,061,http://www.usps.com/,0.0,0.0
104,node,5857563940,40.7184227,-73.9869123,,clinic,CityMD Urgent Care,POINT (-73.9869123 40.7184227),92,10002,0,New York,81305.0,26280128.5438885,NY,New York,36,061,http://www.usps.com/,0.0,0.0
105,node,5857617398,40.7147198,-74.0071763,,clinic,CityMD Urgent Care,POINT (-74.0071763 40.7147198),97,10007,0,New York,7323.0,5327870.97676123,NY,New York,36,061,http://www.usps.com/,0.0,0.0
106,node,5857637719,40.7103743,-74.0082481,,clinic,CityMD Urgent Care,POINT (-74.0082481 40.7103743),100,10038,0,New York,19127.0,7022760.64302604,NY,New York,36,061,http://www.usps.com/,0.0,0.0
107,node,5857643269,40.736274,-73.994694,,clinic,CityMD Urgent Care,POINT (-73.994694 40.736274),83,10011,0,New York,50594.0,18118416.8463268,NY,New York,36,061,http://www.usps.com/,0.0,0.0
113,node,5858030719,40.7447007,-73.9966253,,clinic,Northwell Health-GoHealth Urgent Care,POINT (-73.99662530000001 40.7447007),83,10011,0,New York,50594.0,18118416.8463268,NY,New York,36,061,http://www.usps.com/,0.0,0.0
120,node,5858757541,40.7365546,-73.9967629,,clinic,New York Doctors Urgent Care,POINT (-73.99676289999999 40.7365546),83,10011,0,New York,50594.0,18118416.8463268,NY,New York,36,061,http://www.usps.com/,0.0,0.0
108,node,5857651396,40.7313953,-74.0014331,,clinic,CityMD Urgent Care,POINT (-74.0014331 40.7313953),89,10014,0,New York,31328.0,14151052.0304172,NY,New York,36,061,http://www.usps.com/,0.0,0.0
